timestamps,open,high,low,close,volume,amount
2025-04-08 13:30:00,186.72999572753906,190.3350067138672,185.10000610351562,189.3300018310547,25336677.0,4796993102.802841
2025-04-08 14:30:00,189.32000732421875,189.92999267578125,184.05999755859375,184.08999633789062,11822751.0,2176450188.2937927
2025-04-08 15:30:00,184.07000732421875,185.5399932861328,182.2899932861328,183.3300018310547,7825256.0,1434604196.8084717
2025-04-08 16:30:00,183.32000732421875,183.51499938964844,175.0,175.02999877929688,15712598.0,2750176008.7595825
2025-04-08 17:30:00,175.02000427246094,178.60989379882812,174.85000610351562,175.3300018310547,11562913.0,2027325557.462326
2025-04-08 18:30:00,175.31219482421875,177.22999572753906,171.6300048828125,172.88999938964844,15040705.0,2600387478.269882
2025-04-08 19:30:00,172.8699951171875,173.44000244140625,169.21009826660156,172.77000427246094,16156814.0,2791412823.8093567
2025-04-09 13:30:00,172.1790008544922,179.4199981689453,171.88999938964844,178.41180419921875,32288949.0,5760729646.78656
2025-04-09 14:30:00,178.50999450683594,180.19000244140625,176.8300018310547,179.7550048828125,15996521.0,2875454710.4630127
2025-04-09 15:30:00,179.75,181.07000732421875,177.75,179.58999633789062,11721052.0,2104983685.7562256
2025-04-09 16:30:00,179.57989501953125,194.49000549316406,179.24000549316406,188.52499389648438,19036631.0,3588880743.0846252
2025-04-09 17:30:00,188.50999450683594,194.86990356445312,188.1300048828125,190.8000030517578,27276269.0,5204312208.440567
2025-04-09 18:30:00,190.7899932861328,198.97999572753906,183.8699951171875,196.05999755859375,30349699.0,5950361911.844055
2025-04-09 19:30:00,196.0,200.61000061035156,195.91000366210938,198.85000610351562,20947383.0,4165387237.4026794
2025-04-10 13:30:00,189.1649932861328,194.7799072265625,189.0,192.14500427246094,25783702.0,4954209530.94986
2025-04-10 14:30:00,192.22000122070312,193.57000732421875,188.69000244140625,188.8592071533203,10331960.0,1951285773.9398193
2025-04-10 15:30:00,188.85499572753906,189.22999572753906,183.0,184.27000427246094,16399003.0,3021844352.8740997
2025-04-10 16:30:00,184.26499938964844,189.89999389648438,184.1750030517578,188.00999450683594,13927222.0,2618456931.7154846
2025-04-10 17:30:00,187.97000122070312,192.0,186.0,191.75999450683594,14336457.0,2749158915.5674896
2025-04-10 18:30:00,191.75,192.8000030517578,189.02000427246094,189.98500061035156,10246898.0,1946756922.7842102
2025-04-10 19:30:00,190.0,192.43499755859375,187.8300018310547,190.44000244140625,10417028.0,1983818837.7521973
2025-04-11 13:30:00,186.17999267578125,193.25,186.05999755859375,189.92999267578125,17210427.0,3268776274.057068
2025-04-11 14:30:00,189.94000244140625,194.1999969482422,189.63999938964844,193.32000732421875,9778670.0,1890412556.0211182
2025-04-11 15:30:00,193.2899932861328,197.6699981689453,192.87860107421875,195.80099487304688,11426289.0,2237278753.906952
2025-04-11 16:30:00,195.82000732421875,199.35000610351562,195.80999755859375,196.83070373535156,10272519.0,2021947143.90477
2025-04-11 17:30:00,196.8524932861328,199.5399932861328,196.03790283203125,197.5800018310547,8204023.0,1620950879.3620148
2025-04-11 18:30:00,197.60000610351562,198.9438934326172,197.40179443359375,198.3419952392578,6229743.0,1235619656.4477997
2025-04-11 19:30:00,198.35000610351562,199.0,197.54139709472656,198.02000427246094,9619486.0,1904850658.8188782
2025-04-14 13:30:00,211.44000244140625,212.94000244140625,204.61000061035156,204.75,38852582.0,7955066164.5
2025-04-14 14:30:00,204.8000030517578,206.1999053955078,203.41000366210938,203.60000610351562,11826668.0,2407909676.984253
2025-04-14 15:30:00,203.64999389648438,204.3800048828125,201.16209411621094,201.75,11801459.0,2380944353.25
2025-04-14 16:30:00,201.72999572753906,204.97850036621094,201.5850067138672,203.86399841308594,8024983.0,1636005121.5770416
2025-04-14 17:30:00,203.88499450683594,205.80999755859375,203.42999267578125,205.7899932861328,6209694.0,1277892886.5689392
2025-04-14 18:30:00,205.7899932861328,206.66000366210938,205.38999938964844,205.7100067138672,6862210.0,1411625265.1719666
2025-04-14 19:30:00,205.72000122070312,205.89999389648438,202.32000732421875,202.58999633789062,8409251.0,1703630129.294403
