timestamps,open,high,low,close,volume,amount
2025-10-08 13:30:00,204.36000061035156,204.3699951171875,202.60000610351562,202.85000610351562,0.0,0.0
2025-10-08 14:30:00,202.86000061035156,203.2899932861328,202.69000244140625,202.7100067138672,128590.0,26066479.76333618
2025-10-08 15:30:00,202.72999572753906,202.74000549316406,202.32000732421875,202.6300048828125,120817.0,24481149.299926758
2025-10-08 16:30:00,202.63999938964844,202.94000244140625,202.57000732421875,202.64999389648438,107921.0,21870189.99130249
2025-10-08 17:30:00,202.65499877929688,202.69000244140625,202.42999267578125,202.6199951171875,162883.0,33003352.66467285
2025-10-08 18:30:00,202.61000061035156,202.74000549316406,202.11000061035156,202.36000061035156,246748.0,49931925.43060303
2025-10-08 19:30:00,202.35000610351562,202.67999267578125,202.02999877929688,202.5,277772.0,56248830.0
2025-10-09 13:30:00,202.6999969482422,203.52999877929688,202.14999389648438,203.27999877929688,0.0,0.0
2025-10-09 14:30:00,203.27000427246094,203.61000061035156,203.0,203.5399932861328,137395.0,27965377.377548218
2025-10-09 15:30:00,203.5800018310547,203.63999938964844,202.77999877929688,202.97999572753906,107168.0,21752960.182128906
2025-10-09 16:30:00,202.97999572753906,203.25999450683594,202.9199981689453,203.10000610351562,98180.0,19940358.599243164
2025-10-09 17:30:00,203.11000061035156,203.47999572753906,202.88999938964844,203.4199981689453,168688.0,34314512.65112305
2025-10-09 18:30:00,203.42999267578125,203.75,203.33999633789062,203.61000061035156,135625.0,27614606.33277893
2025-10-09 19:30:00,203.60000610351562,204.08999633789062,203.56500244140625,203.8000030517578,222857.0,45418257.28010559
2025-10-10 13:30:00,204.5399932861328,204.6999969482422,203.7899932861328,204.52000427246094,0.0,0.0
2025-10-10 14:30:00,204.5500030517578,204.7100067138672,203.02999877929688,203.1999969482422,254761.0,51767434.42253113
2025-10-10 15:30:00,203.1699981689453,203.63999938964844,202.89999389648438,203.42999267578125,186137.0,37865848.546691895
2025-10-10 16:30:00,203.44000244140625,203.6199951171875,202.6199951171875,202.94000244140625,115239.0,23386602.941345215
2025-10-10 17:30:00,202.9600067138672,203.2449951171875,202.77999877929688,202.94000244140625,103192.0,20941784.731933594
2025-10-10 18:30:00,202.9199981689453,203.00999450683594,201.97999572753906,202.07000732421875,195738.0,39552779.09362793
2025-10-10 19:30:00,202.0800018310547,202.14999389648438,200.82000732421875,201.1699981689453,422601.0,85014642.39619446
2025-10-14 13:30:00,201.52000427246094,203.0500030517578,201.13999938964844,203.00999450683594,0.0,0.0
2025-10-14 14:30:00,203.0,203.44000244140625,202.80999755859375,203.2100067138672,130397.0,26497975.24546814
2025-10-14 15:30:00,203.1999969482422,204.13999938964844,203.1999969482422,203.88999938964844,134476.0,27418311.557922363
2025-10-14 16:30:00,203.88999938964844,204.44000244140625,203.83999633789062,204.36000061035156,132367.0,27050520.200790405
2025-10-14 17:30:00,204.3699951171875,204.58999633789062,204.1300048828125,204.42999267578125,128251.0,26218350.99066162
2025-10-14 18:30:00,204.44000244140625,204.55999755859375,204.30999755859375,204.41000366210938,227130.0,46427644.1317749
2025-10-14 19:30:00,204.4199981689453,204.5500030517578,203.85000610351562,204.22000122070312,249131.0,50877533.12411499
2025-10-15 13:30:00,204.5800018310547,206.16000366210938,204.38999938964844,206.16000366210938,0.0,0.0
2025-10-15 14:30:00,206.14999389648438,206.1999969482422,205.63999938964844,205.9600067138672,206309.0,42491403.025131226
2025-10-15 15:30:00,205.97000122070312,206.2100067138672,205.5,205.9499969482422,213167.0,43901742.99946594
2025-10-15 16:30:00,205.9600067138672,206.0800018310547,205.4199981689453,205.6999969482422,193382.0,39778676.80984497
2025-10-15 17:30:00,205.67999267578125,205.9499969482422,205.63999938964844,205.74000549316406,146017.0,30041538.382095337
2025-10-15 18:30:00,205.72999572753906,206.0500030517578,205.72999572753906,205.9199981689453,147592.0,30392144.369750977
2025-10-15 19:30:00,205.94000244140625,206.33999633789062,205.86000061035156,206.24000549316406,238072.0,49099970.587768555
2025-10-16 13:30:00,206.0800018310547,206.6699981689453,205.69000244140625,205.97000122070312,0.0,0.0
2025-10-16 14:30:00,205.92999267578125,206.82000732421875,205.85000610351562,206.61000061035156,168014.0,34713372.64254761
2025-10-16 15:30:00,206.57000732421875,206.6199951171875,205.75,205.75,141135.0,29038526.25
2025-10-16 16:30:00,205.74000549316406,205.74000549316406,204.97999572753906,205.25999450683594,218399.0,44828577.54029846
2025-10-16 17:30:00,205.25,205.3699951171875,204.44000244140625,204.6300048828125,184166.0,37685889.47924805
2025-10-16 18:30:00,204.6300048828125,204.91000366210938,203.8300018310547,203.8300018310547,244958.0,49929789.588531494
2025-10-16 19:30:00,203.7949981689453,204.63999938964844,203.39999389648438,204.1699981689453,372204.0,75992889.99847412
2025-10-17 13:30:00,202.97000122070312,205.1699981689453,202.60000610351562,205.02999877929688,0.0,0.0
2025-10-17 14:30:00,205.02000427246094,205.0500030517578,203.82000732421875,204.07000732421875,231271.0,47195474.663879395
2025-10-17 15:30:00,204.0800018310547,204.6999969482422,203.74000549316406,204.66000366210938,179484.0,36733196.09729004
2025-10-17 16:30:00,204.6699981689453,204.67999267578125,204.0500030517578,204.24000549316406,117638.0,24026385.766204834
2025-10-17 17:30:00,204.24000549316406,204.61000061035156,204.22999572753906,204.49000549316406,162867.0,33304673.72465515
2025-10-17 18:30:00,204.47999572753906,204.6999969482422,204.42999267578125,204.5,141329.0,28901780.5
2025-10-17 19:30:00,204.49000549316406,204.6699981689453,204.14999389648438,204.22999572753906,330096.0,67415504.66967773
2025-10-20 13:30:00,204.27999877929688,206.49000549316406,204.1699981689453,205.99000549316406,0.0,0.0
2025-10-20 14:30:00,205.97999572753906,206.63999938964844,205.97999572753906,206.39999389648438,139473.0,28787226.348724365
2025-10-20 15:30:00,206.42999267578125,206.6199951171875,206.1999969482422,206.4199981689453,131075.0,27056501.259994507
2025-10-20 16:30:00,206.42999267578125,206.74000549316406,206.41000366210938,206.5800018310547,178005.0,36772273.22593689
2025-10-20 17:30:00,206.58999633789062,206.67999267578125,206.22999572753906,206.30999755859375,105540.0,21773957.142333984
2025-10-20 18:30:00,206.32000732421875,206.50999450683594,206.2100067138672,206.3300018310547,104722.0,21607290.45175171
2025-10-20 19:30:00,206.35000610351562,206.6999969482422,206.09500122070312,206.17999267578125,156817.0,32332527.91143799
2025-10-21 13:30:00,206.66000366210938,206.99000549316406,205.69000244140625,205.8000030517578,0.0,0.0
2025-10-21 14:30:00,205.8300018310547,206.10000610351562,205.52000427246094,205.6699981689453,129091.0,26550145.73362732
2025-10-21 15:30:00,205.69000244140625,205.83999633789062,205.5399932861328,205.72999572753906,82544.0,16981776.767333984
2025-10-21 16:30:00,205.72000122070312,205.88999938964844,205.41000366210938,205.5,85708.0,17612994.0
