timestamps,open,high,low,close,volume,amount
2026-03-09 13:30:00,404.9150085449219,408.5,403.6199951171875,404.69000244140625,3240022.0,1311204511.09021
2026-03-09 13:45:00,404.67999267578125,406.010009765625,403.5,405.5299987792969,1291634.0,523796334.44329834
2026-03-09 14:00:00,405.45001220703125,407.7298889160156,404.2449951171875,405.05450439453125,1048220.0,424586232.59643555
2026-03-09 14:15:00,405.08990478515625,406.3599853515625,404.0400085449219,405.07000732421875,933626.0,378183890.65808105
2026-03-09 14:30:00,405.05499267578125,406.8500061035156,404.6300048828125,406.6549987792969,872188.0,354679610.0753174
2026-03-09 14:45:00,406.70001220703125,408.6400146484375,406.5199890136719,407.4949951171875,937834.0,382162661.2507324
2026-03-09 15:00:00,407.57000732421875,408.32000732421875,406.69000244140625,408.30999755859375,1071672.0,437574391.7036133
2026-03-09 15:15:00,408.3399963378906,409.1700134277344,408.0299987792969,408.5574951171875,788294.0,322063422.0559082
2026-03-09 15:30:00,408.56500244140625,409.0448913574219,408.07000732421875,408.6549987792969,695768.0,284329071.1906738
2026-03-09 15:45:00,408.6499938964844,408.9599914550781,407.7799987792969,408.1400146484375,733542.0,299387842.62524414
2026-03-09 16:00:00,408.1600036621094,408.6499938964844,407.5,407.6449890136719,733964.0,299196746.71643066
2026-03-09 16:15:00,407.6401062011719,408.25,406.80999755859375,406.88238525390625,590398.0,240222546.48913574
2026-03-09 16:30:00,406.94000244140625,407.79998779296875,406.0,407.2799987792969,689551.0,280840330.43826294
2026-03-09 16:45:00,407.2699890136719,407.79998779296875,406.8800048828125,407.13800048828125,463596.0,188747548.47436523
2026-03-09 17:00:00,407.17999267578125,407.20550537109375,406.510009765625,406.95001220703125,343053.0,139605422.5376587
2026-03-09 17:15:00,406.8800048828125,407.04998779296875,405.04998779296875,405.17498779296875,505630.0,204868629.0777588
2026-03-09 17:30:00,405.1300048828125,405.3399963378906,404.45001220703125,404.760009765625,575075.0,232767362.6159668
2026-03-09 17:45:00,404.75,405.3500061035156,404.625,404.8599853515625,549334.0,222403355.19311523
2026-03-09 18:00:00,404.8900146484375,405.489990234375,404.6499938964844,405.06390380859375,576713.0,233605619.15716553
2026-03-09 18:15:00,405.05999755859375,405.3999938964844,404.7300109863281,405.010009765625,534784.0,216592873.0625
2026-03-09 18:30:00,404.9700012207031,406.0,404.94500732421875,405.32000732421875,870228.0,352720819.33374023
2026-03-09 18:45:00,405.29998779296875,405.6700134277344,404.8299865722656,404.95001220703125,396798.0,160683354.9437256
2026-03-09 19:00:00,404.9800109863281,405.17999267578125,404.3999938964844,404.9200134277344,464535.0,188099518.4376526
2026-03-09 19:15:00,404.8900146484375,407.927001953125,404.67999267578125,407.8900146484375,954396.0,389288598.42041016
2026-03-09 19:30:00,407.885009765625,409.6300048828125,406.8699951171875,408.70001220703125,948586.0,387687109.77941895
2026-03-09 19:45:00,408.7300109863281,410.2099914550781,408.5,409.45001220703125,2301046.0,942163312.7889404
2026-03-10 13:30:00,410.0299987792969,410.20001220703125,404.2449951171875,406.03961181640625,3020810.0,1226568519.7711182
2026-03-10 13:45:00,406.0,406.5199890136719,404.5400085449219,404.8900146484375,1128119.0,456764118.43518066
2026-03-10 14:00:00,404.8999938964844,404.92999267578125,403.0,404.1199951171875,1473589.0,595506779.4847412
2026-03-10 14:15:00,404.0899963378906,404.70001220703125,402.94000244140625,404.4100036621094,1458695.0,589910850.2919006
2026-03-10 14:30:00,404.42999267578125,406.1000061035156,404.0299987792969,405.6044921875,1129131.0,457980605.86816406
2026-03-10 14:45:00,405.6300048828125,406.19000244140625,405.2203063964844,406.04998779296875,742492.0,301488867.53637695
2026-03-10 15:00:00,406.05499267578125,406.6300048828125,404.92999267578125,405.739990234375,985031.0,399666468.32055664
2026-03-10 15:15:00,405.7598876953125,406.6600036621094,405.54998779296875,406.05999755859375,684228.0,277837620.0095215
2026-03-10 15:30:00,406.04998779296875,406.8699951171875,405.20001220703125,406.2799987792969,730234.0,296679468.6286011
2026-03-10 15:45:00,406.2900085449219,406.7200012207031,405.90008544921875,406.5215148925781,641611.0,260828675.69174194
2026-03-10 16:00:00,406.5249938964844,406.7699890136719,405.20001220703125,405.80999755859375,648108.0,263008705.89770508
2026-03-10 16:15:00,405.80999755859375,407.3800048828125,405.57000732421875,407.260009765625,787908.0,320883419.77441406
2026-03-10 16:30:00,407.29998779296875,407.94000244140625,407.1400146484375,407.6000061035156,722190.0,294364648.40789795
2026-03-10 16:45:00,407.6000061035156,407.6600036621094,406.0,406.0472106933594,521822.0,211884367.57843018
2026-03-10 17:00:00,406.0299987792969,406.6300048828125,405.8399963378906,406.0199890136719,552302.0,224245651.972229
2026-03-10 17:15:00,406.0199890136719,406.69000244140625,405.9200134277344,406.3800048828125,579589.0,235533380.6500244
2026-03-10 17:30:00,406.364990234375,406.3699951171875,404.6099853515625,405.29998779296875,791877.0,320947738.4335327
2026-03-10 17:45:00,405.30499267578125,406.1153869628906,405.239990234375,405.8500061035156,551759.0,223931393.51766968
2026-03-10 18:00:00,405.8550109863281,406.1499938964844,404.3800048828125,404.4493103027344,667583.0,270003483.9198303
2026-03-10 18:15:00,404.45001220703125,405.92999267578125,404.1400146484375,405.6600036621094,802697.0,325622067.9595642
2026-03-10 18:30:00,405.6400146484375,405.9599914550781,404.57501220703125,404.6806945800781,893766.0,361689845.6720581
2026-03-10 18:45:00,404.67498779296875,405.1050109863281,404.2749938964844,404.5899963378906,661591.0,267673100.2671814
2026-03-10 19:00:00,404.5950012207031,404.70001220703125,403.8900146484375,404.6600036621094,784637.0,317511211.2934265
2026-03-10 19:15:00,404.6600036621094,405.1499938964844,403.8800048828125,404.7001037597656,813589.0,329259552.71780396
2026-03-10 19:30:00,404.70001220703125,405.0899963378906,404.260009765625,404.80999755859375,807152.0,326743199.14941406
2026-03-10 19:45:00,404.79998779296875,405.95001220703125,404.3900146484375,405.760009765625,2008254.0,814869162.6518555
2026-03-11 13:30:00,405.8399963378906,409.010009765625,405.760009765625,407.739990234375,3363777.0,1371546401.1306152
2026-03-11 13:45:00,407.55999755859375,408.4800109863281,406.2200012207031,407.2799072265625,791382.0,322313987.5407715
2026-03-11 14:00:00,407.2799987792969,408.32989501953125,405.8500061035156,406.05999755859375,961021.0,390232184.9137573
2026-03-11 14:15:00,406.1383056640625,406.32000732421875,403.30499267578125,404.45001220703125,995386.0,402583879.850708
2026-03-11 14:30:00,404.45001220703125,405.0,403.2449951171875,404.7296142578125,904107.0,365918877.3577881
2026-03-11 14:45:00,404.6673889160156,404.70001220703125,403.739990234375,404.260009765625,673866.0,272417075.74072266
2026-03-11 15:00:00,404.29998779296875,404.6000061035156,401.5899963378906,401.9599914550781,1514149.0,608627319.1017151
2026-03-11 15:15:00,401.9599914550781,403.45001220703125,401.6400146484375,402.7300109863281,701502.0,282515908.16693115
2026-03-11 15:30:00,402.8399963378906,403.614990234375,402.3399963378906,402.67999267578125,784229.0,315793327.97613525
2026-03-11 15:45:00,402.7099914550781,403.4549865722656,402.1400146484375,403.0799865722656,526710.0,212306259.72747803
2026-03-11 16:00:00,403.05499267578125,403.20001220703125,401.8800048828125,403.1600036621094,525824.0,211991205.765625
2026-03-11 16:15:00,403.19000244140625,403.3299865722656,402.4599914550781,403.2799987792969,395066.0,159322215.9977417
2026-03-11 16:30:00,403.25,403.8399963378906,403.17999267578125,403.3399963378906,387668.0,156362009.70031738
2026-03-11 16:45:00,403.3399963378906,403.9800109863281,403.0,403.760009765625,373612.0,150849584.7685547
2026-03-11 17:00:00,403.75,404.17999267578125,403.6499938964844,404.0,363615.0,146900460.0
2026-03-11 17:15:00,404.0400085449219,404.4849853515625,403.55999755859375,404.25,271768.0,109862214.0
2026-03-11 17:30:00,404.239990234375,404.3999938964844,402.0849914550781,402.8301086425781,630866.0,254131819.3189087
2026-03-11 17:45:00,402.8599853515625,404.0,402.6700134277344,403.55999755859375,336499.0,135797535.61846924
2026-03-11 18:00:00,403.5249938964844,403.7699890136719,402.80999755859375,403.4599914550781,376695.0,151981361.48117065
2026-03-11 18:15:00,403.4750061035156,403.8999938964844,403.2300109863281,403.635009765625,336850.0,135964453.03955078
2026-03-11 18:30:00,403.6496887207031,404.114990234375,403.53350830078125,403.6400146484375,334296.0,134935242.33691406
2026-03-11 18:45:00,403.6449890136719,404.3900146484375,403.2699890136719,404.3349914550781,394246.0,159407453.04119873
2026-03-11 19:00:00,404.3351135253906,404.5,403.6700134277344,403.739990234375,399493.0,161291299.91870117
2026-03-11 19:15:00,403.7200012207031,403.9049987792969,403.3450012207031,403.79998779296875,465623.0,188018561.7161255
